IBGE;NU_IDENTIFICADOR;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Regional;DataCenso;DataCenso_2021;Faixas_etarias;d_62_8;d_62_8bin1;d_62_8bin2;d_62_8bin3;d_62_9;d_62_9bin1;d_62_9bin2;d_62_9bin3;d_62_9bin4;d_62_9bin5;d_62_10;d_62_10bin1;d_62_10bin2;d_62_10bin3;d_62_10bin4;d_62_8bin1_sum;d_62_8bin2_sum;d_62_8bin3_sum;d_62_9bin1_sum;d_62_9bin2_sum;d_62_9bin3_sum;d_62_9bin4_sum;d_62_9bin5_sum;d_62_10bin1_sum;d_62_10bin2_sum;d_62_10bin3_sum;d_62_10bin4_sum;nu_trabalhador;d_62_14_1bin_Gestão;d_62_14_1bin_PAIF;d_62_14_1bin_SCFV;d_62_14_1bin_PSB;d_62_14_1bin_Cadastramento;d_62_14_1bin_Beneficios;d_62_14_1bin_PCF;d_62_14_1bin_Outros;d_62_15_2bin_Gestão;d_62_15_2bin_PAIF;d_62_15_2bin_SCFV;d_62_15_2bin_PSB;d_62_15_2bin_Cadastramento;d_62_15_2bin_Beneficios;d_62_15_2bin_PCF;d_62_15_2bin_Outros;d_62_16_3bin_Gestão;d_62_16_3bin_PAIF;d_62_16_3bin_SCFV;d_62_16_3bin_PSB;d_62_16_3bin_Cadastramento;d_62_16_3bin_Beneficios;d_62_16_3bin_PCF;d_62_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_62_14_1bin_Gestão_sum;d_62_14_1bin_PAIF_sum;d_62_14_1bin_SCFV_sum;d_62_14_1bin_PSB_sum;d_62_14_1bin_Cadastramento_sum;d_62_14_1bin_Beneficios_sum;d_62_14_1bin_PCF_sum;d_62_14_1bin_Outros_sum;d_62_15_2bin_Gestão_sum;d_62_15_2bin_PAIF_sum;d_62_15_2bin_SCFV_sum;d_62_15_2bin_PSB_sum;d_62_15_2bin_Cadastramento_sum;d_62_15_2bin_Beneficios_sum;d_62_15_2bin_PCF_sum;d_62_15_2bin_Outros_sum;d_62_16_3bin_Gestão_sum;d_62_16_3bin_PAIF_sum;d_62_16_3bin_SCFV_sum;d_62_16_3bin_PSB_sum;d_62_16_3bin_Cadastramento_sum;d_62_16_3bin_Beneficios_sum;d_62_16_3bin_PCF_sum;d_62_16_3bin_Outros_sum
290270;29027097146;1;255;238;293;254;263;01/06/2021;99; ; ;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;6;3;0;1;0;0;2;2;0;2;5;9; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;0;255;238;138;252;20;02/01/2002;99; ; ;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;6;3;0;1;0;0;2;2;0;2;5;9; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;1;255;238;293;254;263;01/06/2021;99; ; ;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;6;3;0;1;0;0;2;2;0;2;5;9; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;0;257;273;138;249;263;26/02/2013;2;3;99;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;6;3;0;1;0;0;2;2;0;2;5;9; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;0;257;274;266;249;18;31/07/2018;2;3;99;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;6;3;0;1;0;0;2;2;0;2;5;9; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;0;257;274;292;21;20;04/01/2021;1; ; ;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;0;6;3;0;1;0;0;2;2;0;2;5;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;0;255;238;292;254;20;07/01/2021;99; ; ;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;6;3;0;1;0;0;2;2;0;2;5;9; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;1;255;238;293;254;263;01/06/2021;99; ; ;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;6;3;0;1;0;0;2;2;0;2;5;9; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290270;29027097146;0;255;238;293;251;263;01/06/2021;4; ; ;2902708;29;2;Barra;49325;22446;26879;Pequeno II;11422,537; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;6;3;0;1;0;0;2;2;0;2;5;9; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;2; ;1; ; ; ;5; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2
290280;29028094586;0;257;273;266;21;20;18/08/2021;1; ; ;2902807;29;2;Barra da Estiva;21187;10404;10783;Pequeno II;1657,413; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;3;3;0;1;0;1;1;1;0;0;5;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;2; ;1; ; ; ;2; ;1; ; ;2; ; ; ; ; ;2; ; ; ; ; 
290280;29028094586;0;257;232;142;249;18;02/01/2017;2;5;3;2902807;29;2;Barra da Estiva;21187;10404;10783;Pequeno II;1657,413; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;3;3;0;1;0;1;1;1;0;0;5;6; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ; ; ;1;2; ;1; ; ; ;2; ;1; ; ;2; ; ; ; ; ;2; ; ; ; ; 
290280;29028094586;0;255;238;142;251;20;09/08/2017;99; ; ;2902807;29;2;Barra da Estiva;21187;10404;10783;Pequeno II;1657,413; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;3;3;0;1;0;1;1;1;0;0;5;6; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1; ; ; ;2; ;1; ; ;2; ; ; ; ; ;2; ; ; ; ; 
290280;29028094586;0;255;239;138;252;20;02/01/2017;99; ; ;2902807;29;2;Barra da Estiva;21187;10404;10783;Pequeno II;1657,413; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;0;3;3;0;1;0;1;1;1;0;0;5;6; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1; ; ; ;2; ;1; ; ;2; ; ; ; ; ;2; ; ; ; ; 
290280;29028094586;0;255;239;142;248;20;07/02/2019;4;2; ;2902807;29;2;Barra da Estiva;21187;10404;10783;Pequeno II;1657,413; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;3;3;0;1;0;1;1;1;0;0;5;6; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1;2; ;1; ; ; ;2; ;1; ; ;2; ; ; ; ; ;2; ; ; ; ; 
290280;29028094586;0;257;274;266;249;20;01/09/2021;2;5;3;2902807;29;2;Barra da Estiva;21187;10404;10783;Pequeno II;1657,413; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;3;3;0;1;0;1;1;1;0;0;5;6; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ; ; ;1;2; ;1; ; ; ;2; ;1; ; ;2; ; ; ; ; ;2; ; ; ; ; 
290290;29029097352;0;257;275;266;248;20;06/01/2021;4; ; ;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290290;29029097352;0;257;232;266;21;20;04/01/2021;1;2;5;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1; ; ; ;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290290;29029097352;0;255;239;266;254;20;06/01/2021;4;99; ;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290290;29029097352;0;257;273;266;249;18;04/02/2021;2;6;99;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ;1;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290290;29029097352;0;253;239;266;252;20;07/01/2021;99; ; ;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;3;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290290;29029097352;0;257;274;266;249;20;09/02/2021;2;3;99;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290290;29029097352;0;255;239;266;251;20;18/01/2021;99; ; ;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290290;29029097352;0;255;239;266;254;20;01/03/2021;99; ; ;2902906;29;2;Barra do Choça;34788;22407;12381;Pequeno II;765,157; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;3;4;1;1;0;1;1;0;0;0;8;8; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ; ; ;3; ;1;1; ; ;1; ;1; ; ; ; ;1; ; ;2
290323;29032399240;0;257;274;142;21;272;02/09/2019;2; ; ;2903235;29;2;Barro Alto;13612;6712;6900;Pequeno I;414,51; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;1;3;0;1;0;1;1;0;0;0;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290323;29032399240;1;257;232;142;249;272;03/02/2020;2; ; ;2903235;29;2;Barro Alto;13612;6712;6900;Pequeno I;414,51; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;1;3;0;1;0;1;1;0;0;0;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290323;29032399240;0;255;239;142;251;20;02/09/2019;2; ; ;2903235;29;2;Barro Alto;13612;6712;6900;Pequeno I;414,51; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;1;3;0;1;0;1;1;0;0;0;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290323;29032399240;0;257;273;266;249;262;02/09/2019;2; ; ;2903235;29;2;Barro Alto;13612;6712;6900;Pequeno I;414,51; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;1;3;0;1;0;1;1;0;0;0;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290340;29034097032;0;257;273;266;249;18;10/06/2021;2;4; ;2903409;29;2;Belmonte;21798;11420;10378;Pequeno II;1931,985; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;2;3;0;1;0;0;2;1;0;0;4;5; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;2;2; ; ; ; ; ;1; ;1; ;3; ; ; ; ; ; ; ;1; ; ; ; 
290340;29034097032;0;257;274;266;21;20;17/08/2021;1;2;4;2903409;29;2;Belmonte;21798;11420;10378;Pequeno II;1931,985; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;2;3;0;1;0;0;2;1;0;0;4;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ; ;2;2; ; ; ; ; ;1; ;1; ;3; ; ; ; ; ; ; ;1; ; ; ; 
290340;29034097032;0;257;274;266;249;20;01/01/2021;2;4; ;2903409;29;2;Belmonte;21798;11420;10378;Pequeno II;1931,985; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;2;3;0;1;0;0;2;1;0;0;4;5; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;2;2; ; ; ; ; ;1; ;1; ;3; ; ; ; ; ; ; ;1; ; ; ; 
290340;29034097032;0;256;239;266;248;20;01/01/2021;1;4; ;2903409;29;2;Belmonte;21798;11420;10378;Pequeno II;1931,985; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;2;3;0;1;0;0;2;1;0;0;4;5;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;2;2; ; ; ; ; ;1; ;1; ;3; ; ; ; ; ; ; ;1; ; ; ; 
290340;29034097032;0;255;239;138;252;20;02/01/2017;99; ; ;2903409;29;2;Belmonte;21798;11420;10378;Pequeno II;1931,985; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;0;2;3;0;1;0;0;2;1;0;0;4;5; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;1; ;1; ;3; ; ; ; ; ; ; ;1; ; ; ; 
290350;29035095992;0;257;232;142;249;18;22/01/2021;2;4;99;2903508;29;2;Belo Campo;16021;9029;6992;Pequeno I;772,757; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;1;1;4;0;1;0;1;1;0;0;1;5;6; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1; ; ; ;1;2;3; ; ; ; ; ; ; ;2; ;3; ; ; ; ; ; ;1; ; ; ; ;4
290350;29035095992;0;257;237;292;21;20;11/01/2021;1;2;99;2903508;29;2;Belo Campo;16021;9029;6992;Pequeno I;772,757; ;2;31.08.2021;8/31/2021;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;1;4;0;1;0;1;1;0;0;1;5;6;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ;2; ;3; ; ; ; ; ; ;1; ; ; ; ;4
290350;29035095992;0;257;274;293;249;272;18/01/2021;2;4;99;2903508;29;2;Belo Campo;16021;9029;6992;Pequeno I;772,757; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;1;1;4;0;1;0;1;1;0;0;1;5;6; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ;1; ; ; ;1;2;3; ; ; ; ; ; ; ;2; ;3; ; ; ; ; ; ;1; ; ; ; ;4
290350;29035095992;0;255;239;142;251;20;28/01/2021;1;2;99;2903508;29;2;Belo Campo;16021;9029;6992;Pequeno I;772,757; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;1;4;0;1;0;1;1;0;0;1;5;6;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ;2; ;3; ; ; ; ; ; ;1; ; ; ; ;4
290350;29035095992;0;257;273;142;249;18;01/02/2021;2;4;3;2903508;29;2;Belo Campo;16021;9029;6992;Pequeno I;772,757; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;1;4;0;1;0;1;1;0;0;1;5;6; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;1; ; ; ; ;2;3; ; ; ; ; ; ; ;2; ;3; ; ; ; ; ; ;1; ; ; ; ;4
290350;29035095992;0;254;239;142;252;20;18/01/2021; ; ; ;2903508;29;2;Belo Campo;16021;9029;6992;Pequeno I;772,757; ;2;31.08.2021;8/31/2021;3;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;1;4;0;1;0;1;1;0;0;1;5;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ; ; ; ;2; ;3; ; ; ; ; ; ;1; ; ; ; ;4
290370;29037099062;0;257;273;292;249;18;14/05/2021;2;6; ;2903706;29;2;Boa Nova;15411;5804;9607;Pequeno I;849,538; ;2;31.08.2021;8/31/2021;2;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;1;0;5;0;3;0;1;1;1;0;4;1;6; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; 
290370;29037099062;0;258;232;142;249;18;05/07/2021;2;6; ;2903706;29;2;Boa Nova;15411;5804;9607;Pequeno I;849,538; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;1;0;5;0;3;0;1;1;1;0;4;1;6; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; 
290370;29037099062;0;257;274;292;249;18;14/10/2021;2; ; ;2903706;29;2;Boa Nova;15411;5804;9607;Pequeno I;849,538; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;1;0;5;0;3;0;1;1;1;0;4;1;6; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; 
290370;29037099062;1;254;239;138;252;20;04/01/2021; ; ; ;2903706;29;2;Boa Nova;15411;5804;9607;Pequeno I;849,538; ;2;31.08.2021;8/31/2021;3;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;1;0;5;0;3;0;1;1;1;0;4;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; 
290370;29037099062;0;257;273;292;248;20;13/08/2021;2; ; ;2903706;29;2;Boa Nova;15411;5804;9607;Pequeno I;849,538; ;2;31.08.2021;8/31/2021;2;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;1;0;5;0;3;0;1;1;1;0;4;1;6; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; 
290370;29037099062;0;257;273;292;21;263;01/07/2021;1; ; ;2903706;29;2;Boa Nova;15411;5804;9607;Pequeno I;849,538; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;1;0;5;0;3;0;1;1;1;0;4;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; 
290405;29040598436;0;257;274;266;249;18;01/02/2021;2;4;5;2904050;29;2;Bonito;14834;6232;8602;Pequeno I;791,276; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;2;5;0;1;0;1;1;0;0;0;7;7; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1;1; ; ; ;1;3; ; ; ; ; ;3; ; ; ;3; ; ; ; ; ; ; ; ;3; ; ; 
290405;29040598436;0;257;273;266;249;18;04/01/2021;2;4;5;2904050;29;2;Bonito;14834;6232;8602;Pequeno I;791,276; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;2;5;0;1;0;1;1;0;0;0;7;7; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1;1; ; ; ;1;3; ; ; ; ; ;3; ; ; ;3; ; ; ; ; ; ; ; ;3; ; ; 
290405;29040598436;0;257;237;266;248;18;01/02/2021;99; ; ;2904050;29;2;Bonito;14834;6232;8602;Pequeno I;791,276; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;0;2;5;0;1;0;1;1;0;0;0;7;7; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ; ; ; ; ;3; ; ; ;3; ; ; ; ; ; ; ; ;3; ; ; 
290405;29040598436;0;257;232;266;249;272;01/02/2021;2;4;5;2904050;29;2;Bonito;14834;6232;8602;Pequeno I;791,276; ;2;31.08.2021;8/31/2021;4;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;2;5;0;1;0;1;1;0;0;0;7;7; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1;1; ; ; ;1;3; ; ; ; ; ;3; ; ; ;3; ; ; ; ; ; ; ; ;3; ; ; 
290405;29040598436;1;257;237;266;21;18;04/01/2021;1; ; ;2904050;29;2;Bonito;14834;6232;8602;Pequeno I;791,276; ;2;31.08.2021;8/31/2021;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;0;2;5;0;1;0;1;1;0;0;0;7;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;3; ; ; ; ; ;3; ; ; ;3; ; ; ; ; ; ; ; ;3; ; ; 
