IBGE;NU_IDENTIFICADOR;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Regional;DataCenso;DataCenso_2021;Faixas_etarias;d_62_8;d_62_8bin1;d_62_8bin2;d_62_8bin3;d_62_9;d_62_9bin1;d_62_9bin2;d_62_9bin3;d_62_9bin4;d_62_9bin5;d_62_10;d_62_10bin1;d_62_10bin2;d_62_10bin3;d_62_10bin4;d_62_8bin1_sum;d_62_8bin2_sum;d_62_8bin3_sum;d_62_9bin1_sum;d_62_9bin2_sum;d_62_9bin3_sum;d_62_9bin4_sum;d_62_9bin5_sum;d_62_10bin1_sum;d_62_10bin2_sum;d_62_10bin3_sum;d_62_10bin4_sum;nu_trabalhador;d_62_14_1bin_Gestão;d_62_14_1bin_PAIF;d_62_14_1bin_SCFV;d_62_14_1bin_PSB;d_62_14_1bin_Cadastramento;d_62_14_1bin_Beneficios;d_62_14_1bin_PCF;d_62_14_1bin_Outros;d_62_15_2bin_Gestão;d_62_15_2bin_PAIF;d_62_15_2bin_SCFV;d_62_15_2bin_PSB;d_62_15_2bin_Cadastramento;d_62_15_2bin_Beneficios;d_62_15_2bin_PCF;d_62_15_2bin_Outros;d_62_16_3bin_Gestão;d_62_16_3bin_PAIF;d_62_16_3bin_SCFV;d_62_16_3bin_PSB;d_62_16_3bin_Cadastramento;d_62_16_3bin_Beneficios;d_62_16_3bin_PCF;d_62_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_62_14_1bin_Gestão_sum;d_62_14_1bin_PAIF_sum;d_62_14_1bin_SCFV_sum;d_62_14_1bin_PSB_sum;d_62_14_1bin_Cadastramento_sum;d_62_14_1bin_Beneficios_sum;d_62_14_1bin_PCF_sum;d_62_14_1bin_Outros_sum;d_62_15_2bin_Gestão_sum;d_62_15_2bin_PAIF_sum;d_62_15_2bin_SCFV_sum;d_62_15_2bin_PSB_sum;d_62_15_2bin_Cadastramento_sum;d_62_15_2bin_Beneficios_sum;d_62_15_2bin_PCF_sum;d_62_15_2bin_Outros_sum;d_62_16_3bin_Gestão_sum;d_62_16_3bin_PAIF_sum;d_62_16_3bin_SCFV_sum;d_62_16_3bin_PSB_sum;d_62_16_3bin_Cadastramento_sum;d_62_16_3bin_Beneficios_sum;d_62_16_3bin_PCF_sum;d_62_16_3bin_Outros_sum
431820;14318203192;0;260;273;138;249;20;16/08/2021;2;3;5;4318200;43;4;São Francisco de Paul;20537;13004;7533;Pequeno II;3264,49; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;0;4;0;1;0;1;1;2;0;1;1;4; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;3; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;2; ; ; 
431830;14318300679;0;257;274;138;249;20;13/10/2014;2;3;99;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;6;0;2;0;0;3;7;0;0;1;8; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431830;14318300679;0;257;274;138;21;20;01/07/2020;1;2;99;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;6;0;2;0;0;3;7;0;0;1;8;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431830;14318300679;0;256;238;138;251;20;01/01/2020;1;99; ;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;2;6;0;2;0;0;3;7;0;0;1;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431830;14318300679;0;257;273;138;249;18;05/08/2021;2;3;99;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;2;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;6;0;2;0;0;3;7;0;0;1;8; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431830;14318300679;0;257;236;138;251;263;01/08/2016;1;99; ;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;2;6;0;2;0;0;3;7;0;0;1;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431830;14318300679;0;257;273;138;249;18;01/07/2020;2;3;99;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;6;0;2;0;0;3;7;0;0;1;8; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431830;14318300679;0;255;238;138;250;20;10/05/2011;2;3;99;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;2;6;0;2;0;0;3;7;0;0;1;8; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431830;14318300679;1;257;274;266;249;20;01/06/2021;2;3;99;4318309;43;4;São Gabriel;60425;53775;6650;Médio;5023,821; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;2;6;0;2;0;0;3;7;0;0;1;8; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;3;5; ; ; ; ; ; ; ;1;5; ; ; ; ;2; ; ; ; ; ; ; ;6
431840;14318403012;0;257;238;138;251;18;01/07/2008;1; ; ;4318408;43;4;São Jerônimo;22134;17055;5079;Pequeno II;936,375; ;2;31.08.2021;8/31/2021;4;2; ; ;1;6; ; ; ; ; ;1;1; ; ; ;0;2;3;0;1;0;0;1;2;0;2;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;2; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ; ;2; ; ; 
431840;14318403012;0;255;238;292;21;263;01/04/2019;99;1; ;4318408;43;4;São Jerônimo;22134;17055;5079;Pequeno II;936,375; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;2;3;0;1;0;0;1;2;0;2;1;5; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;2; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ; ;2; ; ; 
431840;14318403012;0;257;273;266;249;18;01/01/2020;2;3;5;4318408;43;4;São Jerônimo;22134;17055;5079;Pequeno II;936,375; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;2;3;0;1;0;0;1;2;0;2;1;5; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;2;2; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ; ;2; ; ; 
431840;14318403012;0;255;238;292;251;18;25/11/2019;1; ; ;4318408;43;4;São Jerônimo;22134;17055;5079;Pequeno II;936,375; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;0;2;3;0;1;0;0;1;2;0;2;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;2; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ; ;2; ; ; 
431840;14318403012;0;257;274;138;249;272;01/01/2020;2;3;5;4318408;43;4;São Jerônimo;22134;17055;5079;Pequeno II;936,375; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;3;0;1;0;0;1;2;0;2;1;5; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;2;2; ; ; ; ; ;1;1; ;2; ; ; ; ; ; ; ; ; ;2; ; ; 
431870;14318701605;0;260;273;138;249;18;24/08/2016;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;257;273;138;249;18;06/10/2015;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;256;238;142;253;18;19/07/2021;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;256;239;142;253;18;04/08/2021;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;258;273;138;249;18;27/11/2017;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;257;232;138;248;20;14/10/2019;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;6;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;257;273;138;249;18;14/04/2014;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;251;239;293;252;20;01/08/2014; ; ; ;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;3;8;0;4;0;1;3;8;0;1;3;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;257;274;138;249;18;24/04/2015;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;258;274;138;249;18;05/05/2017;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;257;274;292;21;20;12/03/2020;1;3;4;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;1;3;8;0;4;0;1;3;8;0;1;3;12;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1;1; ; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431870;14318701605;0;256;238;138;254;18;01/03/2021;2;3;5;4318705;43;4;São Leopoldo;214087;213238;849;Grande;102,738; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;3;8;0;4;0;1;3;8;0;1;3;12; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;10; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;1;10; ; ; 
431890;14318901854;1;258;232;138;249;272;11/04/2016;3;2;99;4318903;43;4;São Luiz Gonzaga;34556;30508;4048;Pequeno II;1295,678; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2;1; ; ; ; ; ; ;1;2; ;1; ; ; ; ; ;1; ; ; ; ;3
431890;14318901854;0;258;274;138;249;272;05/03/2018;2;3;99;4318903;43;4;São Luiz Gonzaga;34556;30508;4048;Pequeno II;1295,678; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2;1; ; ; ; ; ; ;1;2; ;1; ; ; ; ; ;1; ; ; ; ;3
431890;14318901854;0;257;273;138;21;18;01/01/2021;1;5;3;4318903;43;4;São Luiz Gonzaga;34556;30508;4048;Pequeno II;1295,678; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ;1; ; ; ;1;2;1; ; ; ; ; ; ;1;2; ;1; ; ; ; ; ;1; ; ; ; ;3
431890;14318901854;0;258;274;138;249;272;23/02/2018;2;3;99;4318903;43;4;São Luiz Gonzaga;34556;30508;4048;Pequeno II;1295,678; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;0;4;0;1;0;1;2;4;0;0;0;4; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2;1; ; ; ; ; ; ;1;2; ;1; ; ; ; ; ;1; ; ; ; ;3
431900;14319003267;0;260;273;138;249;272;01/02/2019;2;3; ;4319000;43;4;São Marcos;20103;17598;2505;Pequeno II;256,252; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;0;3;0;1;0;0;2;3;0;0;0;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ; 
431900;14319003267;0;258;274;138;21;18;01/03/2021;2;6; ;4319000;43;4;São Marcos;20103;17598;2505;Pequeno II;256,252; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;0;3;0;1;0;0;2;3;0;0;0;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;3; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ; 
431900;14319003267;0;257;274;138;249;272;01/03/2021;2;3; ;4319000;43;4;São Marcos;20103;17598;2505;Pequeno II;256,252; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;0;3;0;1;0;0;2;3;0;0;0;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ; 
432000;14320000612;0;257;274;138;249;18;06/03/2013;2; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;257;235;138;251;18;08/06/2010;1; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;257;273;138;249;18;21/09/2020;5; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;258;274;138;249;18;12/05/2021;2; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;255;239;292;251;20;01/01/2021;4; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;1;257;232;138;249;18;12/04/1983;99; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;6;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;257;275;138;249;18;19/06/2013;5; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;5;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;257;273;138;249;18;02/05/2019;2; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;257;237;292;248;20;14/01/2021;4; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;257;274;138;21;18;21/05/2014;2; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;5;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;1;255;239;292;248;20;14/01/2021;4; ;99;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;1;258;274;138;249;18;07/03/2013;3; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;258;273;138;249;18;06/03/2013;2; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432000;14320000612;0;258;232;138;249;18;01/04/1996;5; ; ;4320008;43;4;Sapucaia do Sul;130957;130469;488;Grande;58,309; ;2;31.08.2021;8/31/2021;6;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;0;2;12;1;3;0;2;4;11;0;3;0;14; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;5;1;3;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
432080;14320802882;0;257;232;266;249;272;12/05/2017;2;5;3;4320800;43;4;Soledade;30044;24032;6012;Pequeno II;1213,41; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;1;4;0;2;0;1;1;1;0;0;4;5; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ; ; ;2;3; ; ; ; ; ; ; ;1; ;1;2;1; ; ; ;1;3; ;1; ; ; 
432080;14320802882;0;257;273;266;249;18;01/07/2021;2;4;3;4320800;43;4;Soledade;30044;24032;6012;Pequeno II;1213,41; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;1;4;0;2;0;1;1;1;0;0;4;5; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;1; ; ; ; ;2;3; ; ; ; ; ; ; ;1; ;1;2;1; ; ; ;1;3; ;1; ; ; 
