IBGE;UF;Regiao;IBGE7;Municipio;Porte_pop2010;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;areaKm2;Q_completo;NU_IDENTIFICADOR;q58_3;q58_8;q58_9;q58_10;q58_11;q58_12;q58_13;q58_14;q58_15;q58_16;DataCenso;DataCenso_2019;Idade;Faixas_etarias;d_58_8;d_58_8bin1;d_58_8bin2;d_58_8bin3;d_58_9;d_58_9bin1;d_58_9bin2;d_58_9bin3;d_58_9bin4;d_58_9bin5;d_58_10;d_58_10bin1;d_58_10bin2;d_58_10bin3;d_58_10bin4;d_58_8bin1_sum;d_58_8bin2_sum;d_58_8bin3_sum;d_58_9bin1_sum;d_58_9bin2_sum;d_58_9bin3_sum;d_58_9bin4_sum;d_58_9bin5_sum;d_58_10bin1_sum;d_58_10bin2_sum;d_58_10bin3_sum;d_58_10bin4_sum;nu_trabalhador;d_58_14_1bin_Gest∆o;d_58_14_1bin_PAIF;d_58_14_1bin_SCFV;d_58_14_1bin_PSB;d_58_14_1bin_Cadastramento;d_58_14_1bin_Beneficios;d_58_14_1bin_PCF;d_58_14_1bin_Outros;d_58_15_2bin_Gest∆o;d_58_15_2bin_PAIF;d_58_15_2bin_SCFV;d_58_15_2bin_PSB;d_58_15_2bin_Cadastramento;d_58_15_2bin_Beneficios;d_58_15_2bin_PCF;d_58_15_2bin_Outros;d_58_16_3bin_Gest∆o;d_58_16_3bin_PAIF;d_58_16_3bin_SCFV;d_58_16_3bin_PSB;d_58_16_3bin_Cadastramento;d_58_16_3bin_Beneficios;d_58_16_3bin_PCF;d_58_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_58_14_1bin_Gest∆o_sum;d_58_14_1bin_PAIF_sum;d_58_14_1bin_SCFV_sum;d_58_14_1bin_PSB_sum;d_58_14_1bin_Cadastramento_sum;d_58_14_1bin_Beneficios_sum;d_58_14_1bin_PCF_sum;d_58_14_1bin_Outros_sum;d_58_15_2bin_Gest∆o_sum;d_58_15_2bin_PAIF_sum;d_58_15_2bin_SCFV_sum;d_58_15_2bin_PSB_sum;d_58_15_2bin_Cadastramento_sum;d_58_15_2bin_Beneficios_sum;d_58_15_2bin_PCF_sum;d_58_15_2bin_Outros_sum;d_58_16_3bin_Gest∆o_sum;d_58_16_3bin_PAIF_sum;d_58_16_3bin_SCFV_sum;d_58_16_3bin_PSB_sum;d_58_16_3bin_Cadastramento_sum;d_58_16_3bin_Beneficios_sum;d_58_16_3bin_PCF_sum;d_58_16_3bin_Outros_sum
431510;Rio Grande do Sul;Regi∆o Sul;4315107;PORTO XAVIER;PEQUENO I;10558;5210;5348;281,926;SIM;14315100043;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);Coordenador(a);De 11 a 20 horas semanais;01/jul/15;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;37;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;2;3;0;1;0;1;1;4;0;0;2;6;Gest∆o;;;;;;;;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;1;1;1;;;;;;2;3;;;;;;;;1;3;;;;;1;;;1;;;;;3
431680;Rio Grande do Sul;Regi∆o Sul;4316808;SANTA CRUZ DO SUL;GRANDE;118374;105190;13184;733,409;SIM;14316801227;Feminino;Especializaá∆o;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;01/jul/13;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Concess∆o Benef°cios Eventual;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;31.08.2019;31/ago/19;34;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;6;8;1;3;0;1;3;6;0;0;8;14;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;Concess∆o de Benef°cios Eventuais;;;;PAIF;;;;;;;;1;;;1;1;;;3;5;2;;2;;;2;;3;1;1;5;1;;1;;2;1;;1;5;;2
432240;Rio Grande do Sul;Regi∆o Sul;4322400;URUGUAIANA;GRANDE;125435;117415;8020;5703,586;SIM;14322401403;Feminino;Superior Completo;Assistente Social;Servidor(a) Tempor†ria(o);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;15/dez/14;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo Especializado em Abordagem Social;;31.08.2019;31/ago/19;45;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;1;12;2;3;0;1;4;10;1;0;2;13;;PAIF;;;;;;;;;;Serviáo de PSB no domic°lio;;;;;;;;;;;;;;1;;1;;;;;2;8;2;;;;;1;;2;3;1;1;;;5;;;;2;;;;1
150740;Par†;Regi∆o Norte;1507409;SAO FRANCISCO DO PARA;PEQUENO I;15060;5113;9947;479,565;SIM;15074098946;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);Coordenador(a);De 21 a 30 horas semanais;17/set/18;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;34;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;2;2;0;1;0;0;1;1;1;0;2;4;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;1;;;;;;1;;;1;;;;;;;;;;;;;
510340;Mato Grosso;Regi∆o Centro Oeste;5103403;CUIABA;GRANDE;551098;540814;10284;3293,537;SIM;15103402387;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Apoio Administrativo;Mais de 44 horas semanais;05/fev/87;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;54;51 a 60 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;2;8;10;0;4;0;3;1;6;1;0;13;20;Gest∆o;;;;;;;;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;1;1;1;;;;;;18;;;;;;;;;18;;;;;;;;;18;;;;;
510510;Mato Grosso;Regi∆o Centro Oeste;5105101;JUARA;PEQUENO II;32791;26020;6771;22622,35;SIM;15105101092;Masculino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;06/ago/19;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo Especializado em Abordagem Social;31.08.2019;31/ago/19;38;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;2;1;2;0;1;0;0;1;4;0;0;1;5;Gest∆o;;;;;;;;;PAIF;;;;;;;;;;Serviáo de PSB no domic°lio;;;;;1;1;;1;;;;;1;1;;1;;;;;;2;;1;;;;;;;;1;1;;;1
520870;Goi†s;Regi∆o Centro Oeste;5208707;GOIANIA;METROPOLE;1302001;1297076;4925;728,841;SIM;15208702188;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;01/jan/12;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);;;31.08.2019;31/ago/19;40;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;5;9;1;4;0;0;2;10;0;0;4;14;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;4;5;3;;;;;2;;;;;;;;;;;;;;;;
221100;Piaui;Regi∆o Nordeste;2211001;TERESINA;GRANDE;814230;767557;46673;1391,981;SIM;22110094064;Feminino;Especializaá∆o;Soci¢loga(o);Trabalhador(a) de Empresa, Cooperativa ou Entidade Prestadora de Serviáos;Educador(a) Social;De 21 a 30 horas semanais;06/out/08;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);;;31.08.2019;31/ago/19;47;41 a 50 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;4;9;9;1;4;0;1;3;9;0;2;11;22;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;7;3;4;;;;7;;;5;;;;;;;;;;;;;
310670;Minas gerais;Regi∆o Sudeste;3106705;BETIM;GRANDE;378089;375331;2758;343,856;SIM;31067094662;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;14/jul/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;37;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;2;17;1;9;0;1;6;5;0;1;13;19;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;4;5;3;;5;;;2;;;;;;;;;;;;;;;;
312800;Minas gerais;Regi∆o Sudeste;3128006;GUANHAES;PEQUENO II;31262;25421;5841;1075,124;SIM;31280097722;Masculino;MÇdio Completo;Sem formaá∆o profissional;Outro v°nculo n∆o permanente;Outros;De 31 a 40 horas semanais;20/ago/18;Outros;;;31.08.2019;31/ago/19;30;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;3;6;0;1;0;1;3;2;0;2;5;9;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;3;;;;;2;;;;;;;;;;;;;;;;
313170;Minas gerais;Regi∆o Sudeste;3131703;ITABIRA;GRANDE;109783;102316;7467;1253,704;SIM;31317094382;Feminino;Superior Completo;Psic¢loga(o);Servidor(a) Tempor†ria(o);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;01/jan/17;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Concess∆o Benef°cios Eventual;Outros;31.08.2019;31/ago/19;29;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;17;1;9;0;2;5;10;0;0;11;21;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;Concess∆o de Benef°cios Eventuais;;;;;;;;;;Outros;;;1;;;1;;1;2;9;6;1;;;;3;;1;;;;15;;2;;;;;;;;16
314090;Minas gerais;Regi∆o Sudeste;3140902;MATIPO;PEQUENO I;17639;13832;3807;266,99;SIM;31409098194;Feminino;Superior Completo;Psic¢loga(o);Servidor(a) Tempor†ria(o);Coordenador(a);De 31 a 40 horas semanais;20/out/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Atividades de gest∆o (administrativo);31.08.2019;31/ago/19;35;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;1;1;3;0;1;0;1;1;0;0;0;5;5;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;Gest∆o;;;;;;;;1;1;;;1;;;;1;3;;;;;;;;1;;;3;;;;3;;;;1;;;
316710;Minas gerais;Regi∆o Sudeste;3167103;SERRO;PEQUENO II;20835;12895;7940;1217,813;SIM;31671094208;Feminino;Superior Completo;Assistente Social;Servidor(a) Tempor†ria(o);Coordenador(a);De 31 a 40 horas semanais;01/out/18;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;38;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;1;3;1;1;0;0;1;1;0;0;3;4;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;;;;;;2;;;;;1;;;;;;1;;;;;
330205;Rio de Janeiro;Regi∆o Sudeste;3302056;ITALVA;PEQUENO I;14063;10242;3821;291,718;SIM;33020598752;Feminino;Superior Completo;Assistente Social;Servidor(a) Tempor†ria(o);Coordenador(a);De 21 a 30 horas semanais;08/jun/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Outros;31.08.2019;31/ago/19;63;Mais de 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;1;3;0;1;0;1;1;1;0;0;3;4;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;Outros;;1;;;1;;;1;1;3;;;;;;;;;1;;1;;;2;;1;;;1;1;;1
350790;S∆o Paulo;Regi∆o Sudeste;3507902;BROTAS;PEQUENO II;21580;18599;2981;1101,374;SIM;35079097524;Feminino;Superior Completo;Psic¢loga(o);Empregada(o) P£blica(o) (CLT);Coordenador(a);De 11 a 20 horas semanais;27/jun/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;0;1;6;1;2;0;0;3;0;3;0;4;7;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;1;1;;1;;;;;2;2;;1;;;2;;2;1;1;1;;;;;1;1;2;1;;;
352250;S∆o Paulo;Regi∆o Sudeste;3522505;ITAPEVI;GRANDE;200769;200769;0;82,658;SIM;35225095936;Feminino;Superior Completo;Outra(o) profissional de n°vel superior;Servidor(a)/Estatut†rio(a);Apoio Administrativo;De 31 a 40 horas semanais;18/jul/11;Atividades de gest∆o (administrativo);Outros;;31.08.2019;31/ago/19;27;18 a 29 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;3;9;0;7;0;0;1;10;0;1;2;13;Gest∆o;;;;;;;;;;;;;;;Outros;;;;;;;;;1;;;;;;;1;2;3;4;;2;;;1;;;;;;;;2;;;;;;;;
353920;S∆o Paulo;Regi∆o Sudeste;3539202;PIRAPOZINHO;PEQUENO II;24694;23462;1232;477,675;SIM;35392098306;Feminino;Superior Completo;Advogada(o);Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;27/ago/19;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel Superior;;;N°vel Superior;Advogado;;;;Advogado;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;1;9;0;3;0;1;2;9;1;0;1;11;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;5;3;;;;;1;;1;;;;;;;;;;;;;;
355030;S∆o Paulo;Regi∆o Sudeste;3550308;SAO PAULO;METROPOLE;11253503;11152344;101159;1521,11;SIM;35503094286;Feminino;Superior Completo;Psic¢loga(o);Trabalhador(a) de Empresa, Cooperativa ou Entidade Prestadora de Serviáos;TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;03/out/16;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;11;0;7;0;1;4;3;4;0;8;15;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;11;;;;;;3;;;;;;;;2;;;;;;;;
410390;Paran†;Regi∆o Sul;4103909;CAMPINA DA LAGOA;PEQUENO I;15394;12557;2837;796,614;SIM;41039097946;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;02/jan/17;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;26;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;0;3;1;0;0;1;1;3;0;0;0;3;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;
410715;Paran†;Regi∆o Sul;4107157;DIAMANTE D OESTE;PEQUENO I;5027;2561;2466;309,11;SIM;41071595834;Feminino;Superior Completo;Pedagoga(o);Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;07/jun/17;Atividades de gest∆o (administrativo);Outros;;31.08.2019;31/ago/19;57;51 a 60 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;1;3;1;1;0;1;0;3;1;0;1;5;Gest∆o;;;;;;;;;;;;;;;Outros;;;;;;;;;1;;;;;;;1;1;2;1;;;;;;;;2;;;;;3;;;;;;;;
411150;Paran†;Regi∆o Sul;4111506;IVAIPORA;PEQUENO II;31816;27438;4378;431,502;SIM;41115093608;Feminino;Superior Completo;Assistente Social;Comissionada(o);Coordenador(a);De 11 a 20 horas semanais;20/set/19;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;35;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Comissionado;;;Comissionado;;1;1;3;0;2;0;0;1;3;0;1;1;5;Gest∆o;;;;;;;;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;1;1;1;;;;;;1;1;1;;;;;1;;1;1;1;;;;;;;1;;1;;;1
411450;Paran†;Regi∆o Sul;4114500;MANOEL RIBAS;PEQUENO I;13169;6805;6364;571,135;SIM;41145098442;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);Coordenador(a);De 11 a 20 horas semanais;03/mar/16;Atividades de gest∆o (administrativo);Outros;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;31.08.2019;31/ago/19;35;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;1;4;0;1;0;1;1;5;0;0;1;6;Gest∆o;;;;;;;;;;;;;;;Outros;;PAIF;;;;;;;1;1;;;;;;1;1;2;1;;;;;2;1;;2;;;;;1;;1;;;2;;;1
411470;Paran†;Regi∆o Sul;4114708;MARIA HELENA;PEQUENO I;5956;3994;1962;486,224;SIM;41147098964;Feminino;Superior Completo;Psic¢loga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/set/19;Outros;;;31.08.2019;31/ago/19;25;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Comissionado;;;Comissionado;;0;1;2;0;1;0;0;1;1;0;1;1;3;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;2;;;1;;;;;;;;;;1;;;
420010;Santa Catarina;Regi∆o Sul;4200101;ABELARDO LUZ;PEQUENO I;17100;9570;7530;953,058;SIM;42001094794;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;08/mai/17;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo Especializado em Abordagem Social;Outros;31.08.2019;31/ago/19;25;18 a 29 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;2;1;0;1;0;0;0;3;0;0;0;3;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;Serviáo de PSB no domic°lio;;;;;;;;;;;;Outros;;;1;1;;;;1;;;1;;;;;2;;;;1;;;;;;;;;;;;1
431550;Rio Grande do Sul;Regi∆o Sul;4315503;RESTINGA SECA;PEQUENO I;15849;8982;6867;968,496;SIM;43155098996;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;28/nov/18;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;43;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;0;3;0;1;0;1;1;3;0;1;0;4;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;;;;;;1;;;1;;;;;;;;;;1;;;
110001;Rondonia;Regi∆o Norte;1100015;ALTA FLORESTA D OESTE;PEQUENO II;24392;13970;10422;7067,025;SIM;11000199162;Feminino;Especializaá∆o;Pedagoga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;01/set/10;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo Especializado em Abordagem Social;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;31.08.2019;31/ago/19;39;30 a 40 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;0;3;2;0;0;0;1;2;0;1;0;3;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;Serviáo de PSB no domic°lio;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;1;1;1;;;;1;1;1;;;;;;;1;;2;;;;;;;1;;1;;;1
110001;Rondonia;Regi∆o Norte;1100015;ALTA FLORESTA D OESTE;PEQUENO II;24392;13970;10422;7067,025;SIM;11000199162;Feminino;Superior Completo;Pedagoga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/jan/17;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Outros;31.08.2019;31/ago/19;42;41 a 50 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Comissionado;;;Comissionado;;0;0;3;2;0;0;0;1;2;0;1;0;3;Gest∆o;;;;;;;;;PAIF;;;;;;;;;;;;;;Outros;1;1;;;;;;1;1;1;1;;;;;;;1;;2;;;;;;;1;;1;;;1
110001;Rondonia;Regi∆o Norte;1100015;ALTA FLORESTA D OESTE;PEQUENO II;24392;13970;10422;7067,025;SIM;11000199162;Feminino;Especializaá∆o;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;02/mai/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo Especializado em Abordagem Social;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;31;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;0;3;2;0;0;0;1;2;0;1;0;3;;PAIF;;;;;;;;;;Serviáo de PSB no domic°lio;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;1;1;1;;;;;1;1;1;;;;;;;1;;2;;;;;;;1;;1;;;1
110006;Rondonia;Regi∆o Norte;1100064;COLORADO DO OESTE;PEQUENO I;18591;13657;4934;1451,06;SIM;11000698810;Feminino;Superior Completo;Psic¢loga(o);Empregada(o) P£blica(o) (CLT);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;15/jul/19;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Outros;31.08.2019;31/ago/19;28;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;0;1;3;1;1;0;0;1;3;1;0;0;4;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;Outros;;1;;;1;;;1;;2;1;;;;;1;;1;;;2;;;;1;;;;;;;2
110006;Rondonia;Regi∆o Norte;1100064;COLORADO DO OESTE;PEQUENO I;18591;13657;4934;1451,06;SIM;11000698810;Feminino;Especializaá∆o;Pedagoga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;01/mar/17;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Outros;31.08.2019;31/ago/19;49;41 a 50 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;3;1;1;0;0;1;3;1;0;0;4;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;PAIF;;;;;;;;;;;;;;Outros;;1;1;;;;;1;;2;1;;;;;1;;1;;;2;;;;1;;;;;;;2
110006;Rondonia;Regi∆o Norte;1100064;COLORADO DO OESTE;PEQUENO I;18591;13657;4934;1451,06;SIM;11000698810;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;24/jul/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Atividades de gest∆o (administrativo);31.08.2019;31/ago/19;34;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;3;1;1;0;0;1;3;1;0;0;4;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;Gest∆o;;;;;;;;1;1;;;1;;;;;2;1;;;;;1;;1;;;2;;;;1;;;;;;;2
