IBGE;UF;Regiao;IBGE7;Municipio;Porte_pop2010;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;areaKm2;Q_completo;NU_IDENTIFICADOR;q58_3;q58_8;q58_9;q58_10;q58_11;q58_12;q58_13;q58_14;q58_15;q58_16;DataCenso;DataCenso_2019;Idade;Faixas_etarias;d_58_8;d_58_8bin1;d_58_8bin2;d_58_8bin3;d_58_9;d_58_9bin1;d_58_9bin2;d_58_9bin3;d_58_9bin4;d_58_9bin5;d_58_10;d_58_10bin1;d_58_10bin2;d_58_10bin3;d_58_10bin4;d_58_8bin1_sum;d_58_8bin2_sum;d_58_8bin3_sum;d_58_9bin1_sum;d_58_9bin2_sum;d_58_9bin3_sum;d_58_9bin4_sum;d_58_9bin5_sum;d_58_10bin1_sum;d_58_10bin2_sum;d_58_10bin3_sum;d_58_10bin4_sum;nu_trabalhador;d_58_14_1bin_Gest∆o;d_58_14_1bin_PAIF;d_58_14_1bin_SCFV;d_58_14_1bin_PSB;d_58_14_1bin_Cadastramento;d_58_14_1bin_Beneficios;d_58_14_1bin_PCF;d_58_14_1bin_Outros;d_58_15_2bin_Gest∆o;d_58_15_2bin_PAIF;d_58_15_2bin_SCFV;d_58_15_2bin_PSB;d_58_15_2bin_Cadastramento;d_58_15_2bin_Beneficios;d_58_15_2bin_PCF;d_58_15_2bin_Outros;d_58_16_3bin_Gest∆o;d_58_16_3bin_PAIF;d_58_16_3bin_SCFV;d_58_16_3bin_PSB;d_58_16_3bin_Cadastramento;d_58_16_3bin_Beneficios;d_58_16_3bin_PCF;d_58_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_58_14_1bin_Gest∆o_sum;d_58_14_1bin_PAIF_sum;d_58_14_1bin_SCFV_sum;d_58_14_1bin_PSB_sum;d_58_14_1bin_Cadastramento_sum;d_58_14_1bin_Beneficios_sum;d_58_14_1bin_PCF_sum;d_58_14_1bin_Outros_sum;d_58_15_2bin_Gest∆o_sum;d_58_15_2bin_PAIF_sum;d_58_15_2bin_SCFV_sum;d_58_15_2bin_PSB_sum;d_58_15_2bin_Cadastramento_sum;d_58_15_2bin_Beneficios_sum;d_58_15_2bin_PCF_sum;d_58_15_2bin_Outros_sum;d_58_16_3bin_Gest∆o_sum;d_58_16_3bin_PAIF_sum;d_58_16_3bin_SCFV_sum;d_58_16_3bin_PSB_sum;d_58_16_3bin_Cadastramento_sum;d_58_16_3bin_Beneficios_sum;d_58_16_3bin_PCF_sum;d_58_16_3bin_Outros_sum
510560;Mato Grosso;Regi∆o Centro Oeste;5105606;MATUPA;PEQUENO I;14174;10927;3247;5219,025;SIM;15105600269;Masculino;Fundamental Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;03/jun/14;;;;31.08.2019;31/ago/19;50;41 a 50 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;2;2;4;0;1;0;0;1;7;0;0;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;3;;4;2;;;;;;1;;3;;;;;2
510560;Mato Grosso;Regi∆o Centro Oeste;5105606;MATUPA;PEQUENO I;14174;10927;3247;5219,025;SIM;15105600269;Feminino;MÇdio Completo;Sem formaá∆o profissional;Outro v°nculo n∆o permanente;Outros;De 31 a 40 horas semanais;10/set/19;Outros;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Atividades de gest∆o (administrativo);31.08.2019;31/ago/19;37;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;2;2;4;0;1;0;0;1;7;0;0;1;8;;;;;;;;Outros;;PAIF;;;;;;;Gest∆o;;;;;;;;1;1;;;;;;1;1;2;;;;;;3;;4;2;;;;;;1;;3;;;;;2
510560;Mato Grosso;Regi∆o Centro Oeste;5105606;MATUPA;PEQUENO I;14174;10927;3247;5219,025;SIM;15105600269;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;21/jul/14;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Outros;31.08.2019;31/ago/19;35;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;2;2;4;0;1;0;0;1;7;0;0;1;8;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;Outros;;1;1;;;;;1;1;2;;;;;;3;;4;2;;;;;;1;;3;;;;;2
510590;Mato Grosso;Regi∆o Centro Oeste;5105903;NOBRES;PEQUENO I;15002;12454;2548;3911,85;SIM;15105900885;Feminino;Superior Completo;Outra(o) profissional de n°vel superior;Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;06/ago/19;Atividades de gest∆o (administrativo);Outros;;31.08.2019;31/ago/19;26;18 a 29 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;1;4;1;1;0;0;1;2;0;2;2;6;Gest∆o;;;;;;;;;;;;;;;Outros;;;;;;;;;1;;;;;;;1;1;3;;;;;;2;;;;1;2;;;1;;;;1;;1;;1
510590;Mato Grosso;Regi∆o Centro Oeste;5105903;NOBRES;PEQUENO I;15002;12454;2548;3911,85;SIM;15105900885;Feminino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Serviáos Gerais (limpeza, conservaá∆o, motoristas, etc.);De 31 a 40 horas semanais;01/jul/19;Outros;;;31.08.2019;31/ago/19;34;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;1;4;1;1;0;0;1;2;0;2;2;6;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;;;;;;2;;;;1;2;;;1;;;;1;;1;;1
510590;Mato Grosso;Regi∆o Centro Oeste;5105903;NOBRES;PEQUENO I;15002;12454;2548;3911,85;SIM;15105900885;Masculino;Superior Completo;Psic¢loga(o);Servidor(a) Tempor†ria(o);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;05/nov/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Serviáo Especializado em Abordagem Social;31.08.2019;31/ago/19;27;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;1;1;4;1;1;0;0;1;2;0;2;2;6;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;Serviáo de PSB no domic°lio;;;;;;1;;1;1;;;;1;3;;;;;;2;;;;1;2;;;1;;;;1;;1;;1
510590;Mato Grosso;Regi∆o Centro Oeste;5105903;NOBRES;PEQUENO I;15002;12454;2548;3911,85;SIM;15105900885;Feminino;Superior Completo;Pedagoga(o);Comissionada(o);Educador(a) Social;AtÇ 10 horas semanais;01/fev/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Outros;31.08.2019;31/ago/19;44;41 a 50 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Comissionado;;;Comissionado;;1;1;4;1;1;0;0;1;2;0;2;2;6;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;Outros;;1;;;1;;;1;1;3;;;;;;2;;;;1;2;;;1;;;;1;;1;;1
510590;Mato Grosso;Regi∆o Centro Oeste;5105903;NOBRES;PEQUENO I;15002;12454;2548;3911,85;SIM;15105900885;Feminino;Superior Completo;Assistente Social;Servidor(a) Tempor†ria(o);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;05/nov/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo Especializado em Abordagem Social;Concess∆o Benef°cios Eventual;31.08.2019;31/ago/19;43;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;1;1;4;1;1;0;0;1;2;0;2;2;6;;PAIF;;;;;;;;;;Serviáo de PSB no domic°lio;;;;;;;;;;Concess∆o de Benef°cios Eventuais;;;;1;;1;;1;;;1;3;;;;;;2;;;;1;2;;;1;;;;1;;1;;1
510590;Mato Grosso;Regi∆o Centro Oeste;5105903;NOBRES;PEQUENO I;15002;12454;2548;3911,85;SIM;15105900885;Masculino;Fundamental Incompleto;Sem formaá∆o profissional;Comissionada(o);Outros;De 31 a 40 horas semanais;01/mai/17;Outros;;;31.08.2019;31/ago/19;46;41 a 50 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Comissionado;;;Comissionado;;1;1;4;1;1;0;0;1;2;0;2;2;6;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;;;;;;2;;;;1;2;;;1;;;;1;;1;;1
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Masculino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Apoio Administrativo;De 31 a 40 horas semanais;21/jun/13;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;4;3;0;2;0;0;1;7;0;0;1;8;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Feminino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Serviáos Gerais (limpeza, conservaá∆o, motoristas, etc.);De 31 a 40 horas semanais;06/mai/13;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;35;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;4;3;0;2;0;0;1;7;0;0;1;8;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Masculino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Apoio Administrativo;De 31 a 40 horas semanais;12/ago/14;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;31;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;4;3;0;2;0;0;1;7;0;0;1;8;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;03/ago/15;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Concess∆o Benef°cios Eventual;31.08.2019;31/ago/19;28;18 a 29 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;4;3;0;2;0;0;1;7;0;0;1;8;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;Concess∆o de Benef°cios Eventuais;;;;1;1;;;1;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Feminino;Superior Completo;Psic¢loga(o);Servidor(a) Tempor†ria(o);Coordenador(a);De 31 a 40 horas semanais;08/mar/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo Especializado em Abordagem Social;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;31.08.2019;31/ago/19;24;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;1;4;3;0;2;0;0;1;7;0;0;1;8;;PAIF;;;;;;;;;;Serviáo de PSB no domic°lio;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;1;;1;1;;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Masculino;Fundamental Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;03/abr/01;;;;31.08.2019;31/ago/19;55;51 a 60 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;4;3;0;2;0;0;1;7;0;0;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Feminino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Apoio Administrativo;De 31 a 40 horas semanais;11/jun/03;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;49;41 a 50 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;4;3;0;2;0;0;1;7;0;0;1;8;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510622;Mato Grosso;Regi∆o Centro Oeste;5106224;NOVA MUTUM;PEQUENO II;31649;25865;5784;9532,064;SIM;15106223236;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;07/mai/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Concess∆o Benef°cios Eventual;31.08.2019;31/ago/19;51;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;4;3;0;2;0;0;1;7;0;0;1;8;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;Concess∆o de Benef°cios Eventuais;;;;1;;;1;1;;;4;3;;;;;;;;;1;1;1;;;;;;;;1;2;;
510623;Mato Grosso;Regi∆o Centro Oeste;5106232;NOVA OLIMPIA;PEQUENO I;17515;15836;1679;1367,743;SIM;15106231867;Feminino;MÇdio Incompleto;Sem formaá∆o profissional;Empregada(o) P£blica(o) (CLT);Serviáos Gerais (limpeza, conservaá∆o, motoristas, etc.);De 31 a 40 horas semanais;18/fev/13;;;;31.08.2019;31/ago/19;39;30 a 40 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;1;1;2;0;1;0;0;1;2;1;1;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;2;;;;;;2;;;;;
510623;Mato Grosso;Regi∆o Centro Oeste;5106232;NOVA OLIMPIA;PEQUENO I;17515;15836;1679;1367,743;SIM;15106231867;Feminino;Superior Incompleto;Sem formaá∆o profissional;Comissionada(o);Apoio Administrativo;De 31 a 40 horas semanais;06/mar/17;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;24;18 a 29 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Comissionado;;;Comissionado;;1;1;2;0;1;0;0;1;2;1;1;0;4;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;2;;;;;;;;;;;2;;;;;;2;;;;;
510623;Mato Grosso;Regi∆o Centro Oeste;5106232;NOVA OLIMPIA;PEQUENO I;17515;15836;1679;1367,743;SIM;15106231867;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;04/jan/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;44;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;1;2;0;1;0;0;1;2;1;1;0;4;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;1;1;;1;;;;1;2;;;;;;;;;;;2;;;;;;2;;;;;
510623;Mato Grosso;Regi∆o Centro Oeste;5106232;NOVA OLIMPIA;PEQUENO I;17515;15836;1679;1367,743;SIM;15106231867;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;01/jan/13;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;42;41 a 50 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;1;1;2;0;1;0;0;1;2;1;1;0;4;;PAIF;;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;1;1;;1;;;;1;2;;;;;;;;;;;2;;;;;;2;;;;;
510630;Mato Grosso;Regi∆o Centro Oeste;5106307;PARANATINGA;PEQUENO I;19290;14815;4475;24162,444;SIM;15106300165;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;02/jan/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);;31.08.2019;31/ago/19;27;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;2;5;1;2;0;0;2;3;2;0;2;7;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;;;1;1;;;;;;;2;2;;2;;;1;;;2;;;;;4;;;;;;;;
510630;Mato Grosso;Regi∆o Centro Oeste;5106307;PARANATINGA;PEQUENO I;19290;14815;4475;24162,444;SIM;15106300165;Feminino;Superior Incompleto;Profissional de n°vel mÇdio;Empregada(o) P£blica(o) (CLT);Educador(a) Social;De 31 a 40 horas semanais;01/fev/19;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Outros;;31.08.2019;31/ago/19;20;18 a 29 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;0;2;5;1;2;0;0;2;3;2;0;2;7;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;Outros;;;;;;;;;;;1;;;;;1;;2;2;;2;;;1;;;2;;;;;4;;;;;;;;
510630;Mato Grosso;Regi∆o Centro Oeste;5106307;PARANATINGA;PEQUENO I;19290;14815;4475;24162,444;SIM;15106300165;Feminino;Superior Completo;Psic¢loga(o);Empregada(o) P£blica(o) (CLT);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;18/fev/19;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Outros;;31.08.2019;31/ago/19;28;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;0;2;5;1;2;0;0;2;3;2;0;2;7;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;Outros;;;;;;;;;;;;;1;;;1;;2;2;;2;;;1;;;2;;;;;4;;;;;;;;
510630;Mato Grosso;Regi∆o Centro Oeste;5106307;PARANATINGA;PEQUENO I;19290;14815;4475;24162,444;SIM;15106300165;Feminino;Superior Completo;Assistente Social;Terceirizada(o);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;01/mar/19;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;Outros;;31.08.2019;31/ago/19;60;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;2;5;1;2;0;0;2;3;2;0;2;7;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;Outros;;;;;;;;;;;;;1;;;1;;2;2;;2;;;1;;;2;;;;;4;;;;;;;;
510630;Mato Grosso;Regi∆o Centro Oeste;5106307;PARANATINGA;PEQUENO I;19290;14815;4475;24162,444;SIM;15106300165;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Terceirizada(o);Outros;De 31 a 40 horas semanais;01/fev/19;Outros;;;31.08.2019;31/ago/19;53;51 a 60 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;2;5;1;2;0;0;2;3;2;0;2;7;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;;2;2;;2;;;1;;;2;;;;;4;;;;;;;;
510630;Mato Grosso;Regi∆o Centro Oeste;5106307;PARANATINGA;PEQUENO I;19290;14815;4475;24162,444;SIM;15106300165;Feminino;Superior Completo;Pedagoga(o);Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;10/jan/19;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Outros;;31.08.2019;31/ago/19;39;30 a 40 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;2;5;1;2;0;0;2;3;2;0;2;7;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;Outros;;;;;;;;;;;1;;;;;1;;2;2;;2;;;1;;;2;;;;;4;;;;;;;;
510630;Mato Grosso;Regi∆o Centro Oeste;5106307;PARANATINGA;PEQUENO I;19290;14815;4475;24162,444;SIM;15106300165;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;01/jun/08;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);;31.08.2019;31/ago/19;40;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;2;5;1;2;0;0;2;3;2;0;2;7;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;;;1;1;;;;;;;2;2;;2;;;1;;;2;;;;;4;;;;;;;;
510642;Mato Grosso;Regi∆o Centro Oeste;5106422;PEIXOTO DE AZEVEDO;PEQUENO II;30812;19804;11008;14400,642;SIM;15106421829;Feminino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Educador(a) Social;De 31 a 40 horas semanais;01/jan/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;31.08.2019;31/ago/19;39;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;3;3;0;1;0;0;2;5;0;1;0;6;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;1;1;;1;;;;1;3;;;;;;2;;;3;;;;;1;;;;1;2;;;
510642;Mato Grosso;Regi∆o Centro Oeste;5106422;PEIXOTO DE AZEVEDO;PEQUENO II;30812;19804;11008;14400,642;SIM;15106421829;Masculino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;05/jun/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;31.08.2019;31/ago/19;29;18 a 29 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;3;3;0;1;0;0;2;5;0;1;0;6;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;1;1;;1;;;;1;3;;;;;;2;;;3;;;;;1;;;;1;2;;;
510642;Mato Grosso;Regi∆o Centro Oeste;5106422;PEIXOTO DE AZEVEDO;PEQUENO II;30812;19804;11008;14400,642;SIM;15106421829;Feminino;Superior Completo;Psic¢loga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;10/abr/19;Atividades de gest∆o (administrativo);Outros;;31.08.2019;31/ago/19;27;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Comissionado;;;Comissionado;;0;3;3;0;1;0;0;2;5;0;1;0;6;Gest∆o;;;;;;;;;;;;;;;Outros;;;;;;;;;1;;;;;;;1;1;3;;;;;;2;;;3;;;;;1;;;;1;2;;;
