IBGE;NU_IDENTIFICADOR;Q_completo;q40_3;q40_8;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;estado;DataCenso;DataCenso_2019;q40_2_rec;Idade;Faixas_etarias;d_40_8;d_40_11;d_40_8bin1;d_40_8bin2;d_40_8bin3;d_40_10bin1;d_40_10bin2;d_40_10bin3;d_40_10bin4;d_40_10bin5;d_40_11bin1;d_40_11bin2;d_40_11bin3;d_40_11bin4;d_40_8bin1_sum;d_40_8bin2_sum;d_40_8bin3_sum;d_40_10bin1_sum;d_40_10bin2_sum;d_40_10bin3_sum;d_40_10bin4_sum;d_40_10bin5_sum;d_40_11bin1_sum;d_40_11bin2_sum;d_40_11bin3_sum;d_40_11bin4_sum;nu_trabalhadores;filter_$
315150;3151503500634; ;1;258;237;363;254;272;01/11/1997;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;11/4/1964;54;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;237;363;218;272;05/03/2012;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;5/30/1959;60;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;255;238;363;254;20;01/04/2008;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;6/29/1969;50;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;237;139;254;263;06/02/2015;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;6/9/1959;60;4;2;2; ; ;1; ; ; ; ; ; ;1; ; ;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;275;142;254;272;01/02/2008;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;4/21/1964;55;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;237;265;254;272;01/05/2008;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;8/20/1969;50;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;237;363;254;272;04/11/1996;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;1/4/1964;55;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;275;142;254;272;01/08/2007;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;9/28/1966;52;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;252;239;363;254;20;03/04/1989;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;10/2/1954;64;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;237;139;254;272;01/02/2013;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;10/4/1967;51;4;2;2; ; ;1; ; ; ; ; ; ;1; ; ;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;255;238;363;254;20;19/07/2010;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;7/7/1967;52;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;275;142;254;272;11/06/2007;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;7/5/1966;53;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315150;3151503500634; ;1;257;275;363;254;272;01/10/2013;3151503;31;3;Piumhi;31883;28564;3319;Pequeno II;902,468;2;31.08.2019;8/31/2019;4/9/1955;64;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;5;8;38;10;1;0;0;3;2;2;0;47;51;0
315180;3151803501083; ;1;255;238;363;254;20;02/10/2017;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;6/18/1975;44;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;257;273;363;218;18;12/09/2016;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;12/21/1976;42;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;255;238;363;349;263;07/03/2007;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;12/12/1964;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;255;238;363;254;20;04/09/2017;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;7/20/1983;36;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;255;239;363;216;18;03/10/2019;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;1/12/1978;41;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;255;239;363;349;20;03/10/2019;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;3/30/1981;38;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;252;239;363;254;20;03/10/2019;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;2/19/1959;60;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;254;239;363;254;263;20/01/2015;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;9/15/1962;56;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;257;274;363;218;263;27/04/2010;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;6/27/1967;52;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501083; ;1;253;239;363;220;20;10/02/2014;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;9/9/1967;51;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;5;2;0;1;0;0;1;0;0;0;10;10;0
315180;3151803501136; ;1;252;239;363;217;20;03/08/2002;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;2/10/1979;40;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;0;5;0;2;0;0;2;0;0;0;7;7;0
315180;3151803501136; ;1;251;239;363;220;20;20/10/2008;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;12/25/1957;61;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;0;5;0;2;0;0;2;0;0;0;7;7;0
315180;3151803501136; ;1;257;273;363;21;18;08/02/2017;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;11/26/1962;56;4;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;0;5;0;2;0;0;2;0;0;0;7;7;0
315180;3151803501136; ;1;257;274;363;218;18;02/08/0096;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;7/7/1963;56;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;0;5;0;2;0;0;2;0;0;0;7;7;0
315180;3151803501136; ;1;257;233;363;218;18;07/02/0008;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;12/20/1966;52;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;0;5;0;2;0;0;2;0;0;0;7;7;0
315180;3151803501136; ;1;257;273;363;218;272;01/11/2014;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;9/6/1969;49;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;0;5;0;2;0;0;2;0;0;0;7;7;0
315180;3151803501136; ;1;257;274;363;218;18;01/04/2000;3151800;31;3;Poços de;152435;148722;3713;Grande;546,67;2;31.08.2019;8/31/2019;7/2/1958;61;5;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;0;5;0;2;0;0;2;0;0;0;7;7;0
315200;3152003500403; ;2;257;235;142;216;263;28/06/2017;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;7/21/1978;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;2;255;239;142;221;272;05/09/2017;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;4/22/1975;44;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;258;237;142;218;272;01/08/2009;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;12/12/1977;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;253;239;142;220;272;09/09/2015;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;11/29/1961;57;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;255;237;266;21;272;02/05/2017;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;9/11/1983;35;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;2;255;236;266;216;263;02/05/2017;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;1/7/1989;30;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;255;238;139;217;263;17/08/2017;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;3/5/1990;29;1;1;2; ;1; ; ; ; ; ; ; ;1; ; ;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;257;273;139;218;18;01/10/2018;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;10/3/1990;28;1;2;2; ; ;1; ;1; ; ; ; ;1; ; ;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;254;239;142;221;18;01/04/2017;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;5/11/1994;25;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;2;253;239;139;254;20;04/03/1998;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;1/14/1953;66;5;0;2;1; ; ; ; ; ; ; ; ;1; ; ;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;257;237;363;216;20;01/02/2008;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;10/21/1956;62;5;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;255;238;142;254;20;10/09/2015;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;10/3/1957;61;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;258;237;138;254;272;04/02/2002;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;2/21/1960;59;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315200;3152003500403; ;1;257;274;142;218;272;10/04/2017;3152006;31;3;Pompéu;29105;25740;3365;Pequeno II;2551,076;2;31.08.2019;8/31/2019;9/10/1966;52;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;5;6;0;1;0;0;1;1;3;0;10;14;0
315210;3152103500782; ;1;255;239;363;254;263;01/07/2016;3152105;31;3;Ponte Nov;57390;51185;6205;Médio;470,643;2;31.08.2019;8/31/2019;11/16/1980;38;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;1;4;1;1;0;0;1;1;1;0;3;5;0
315210;3152103500782; ;1;257;273;363;218;18;14/03/2011;3152105;31;3;Ponte Nov;57390;51185;6205;Médio;470,643;2;31.08.2019;8/31/2019;6/5/1980;39;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;1;4;1;1;0;0;1;1;1;0;3;5;0
315210;3152103500782; ;1;257;274;363;218;272;01/11/2001;3152105;31;3;Ponte Nov;57390;51185;6205;Médio;470,643;2;31.08.2019;8/31/2019;11/29/1956;62;5;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;1;4;1;1;0;0;1;1;1;0;3;5;0
315210;3152103500782; ;1;258;237;138;218;272;04/07/2012;3152105;31;3;Ponte Nov;57390;51185;6205;Médio;470,643;2;31.08.2019;8/31/2019;6/18/1968;51;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;1;4;1;1;0;0;1;1;1;0;3;5;0
315210;3152103500782; ;1;257;275;139;21;272;02/10/2017;3152105;31;3;Ponte Nov;57390;51185;6205;Médio;470,643;2;31.08.2019;8/31/2019;1/11/1966;53;4;2;2; ; ;1;1; ; ; ; ; ;1; ; ;0;1;4;1;1;0;0;1;1;1;0;3;5;0
315220;3152203501228; ;2;256;237;363;217;272;11/02/2019;3152204;31;3;Porteirin;37627;19338;18289;Pequeno II;1749,683;2;31.08.2019;8/31/2019;6/4/1982;37;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;5;7;1;1;0;0;2;0;0;0;12;12;0
315220;3152203501228; ;1;255;238;363;254;263;11/02/2019;3152204;31;3;Porteirin;37627;19338;18289;Pequeno II;1749,683;2;31.08.2019;8/31/2019;4/9/1986;33;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;5;7;1;1;0;0;2;0;0;0;12;12;0
