IBGE;NU_IDENTIFICADOR;Q_completo;q40_3;q40_8;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;estado;DataCenso;DataCenso_2019;q40_2_rec;Idade;Faixas_etarias;d_40_8;d_40_11;d_40_8bin1;d_40_8bin2;d_40_8bin3;d_40_10bin1;d_40_10bin2;d_40_10bin3;d_40_10bin4;d_40_10bin5;d_40_11bin1;d_40_11bin2;d_40_11bin3;d_40_11bin4;d_40_8bin1_sum;d_40_8bin2_sum;d_40_8bin3_sum;d_40_10bin1_sum;d_40_10bin2_sum;d_40_10bin3_sum;d_40_10bin4_sum;d_40_10bin5_sum;d_40_11bin1_sum;d_40_11bin2_sum;d_40_11bin3_sum;d_40_11bin4_sum;nu_trabalhadores;filter_$
431140;4311403500557; ;1;256;238;363;254;263;05/04/2017;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;5/16/1994;25;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;279;363;218;262;21/05/0018;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;10/9/1992;26;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;275;363;254;272;01/10/2018;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;6/4/1993;26;1;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;237;363;254;272;04/03/2016;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;6/7/1993;26;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;2;257;237;363;254;20;01/04/2016;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;1/11/1995;24;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;256;238;363;254;263;08/04/2019;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;11/10/1999;19;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;232;363;254;20;13/02/2019;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;6/24/1997;22;1;2;4; ; ;1; ; ; ;1; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;256;238;363;254;20;01/03/2019;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;1/26/1996;23;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;2;255;238;363;254;263;12/03/2018;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;7/26/1998;21;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;255;241;363;218;272;25/04/2016;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;4/29/1998;21;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;282;363;254;262;02/05/1996;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;11/19/1953;65;5;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;237;363;218;20;01/01/2008;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;5/31/1957;62;5;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;252;239;363;254;263;12/05/2014;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;1/3/1989;30;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;252;239;363;220;263;13/03/2014;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;6/2/1961;58;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;258;275;363;254;272;01/01/1997;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;5/21/1953;66;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;256;239;363;216;263;01/08/1988;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;4/11/1966;53;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;258;275;363;218;18;25/03/1994;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;1/27/1967;52;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;237;363;254;272;19/04/1996;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;7/7/1963;56;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;274;363;218;18;01/05/2005;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;2/12/1967;52;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;252;239;363;254;20;13/03/2012;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;3/23/1972;47;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;278;363;254;272;01/03/2011;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;6/26/1978;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;258;235;363;21;272;01/04/2008;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;1/18/1975;44;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;2;258;282;363;218;272;27/09/2012;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;10/17/1974;44;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;278;363;254;272;01/03/2004;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;12/13/1970;48;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;256;238;363;254;20;24/02/2014;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;10/18/1977;41;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;2;255;238;363;254;262;09/03/2017;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;3/18/1983;36;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;275;363;218;272;24/02/2014;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;1/23/1980;39;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;258;275;363;218;272;25/05/2010;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;9/19/1976;42;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;275;363;254;272;02/05/2001;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;1/18/1981;38;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;275;363;218;20;02/09/2002;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;10/13/1980;38;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;258;275;363;218;20;24/02/2017;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;11/28/1979;39;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500557; ;1;257;275;363;254;272;26/06/2012;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;6/26/1981;38;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;3;13;37;14;1;0;1;2;0;1;0;52;53;0
431140;4311403500759; ;1;257;273;363;218;272;25/01/2018;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;4/13/1994;25;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;2;0;0;0;0;0;0;2;2;0
431140;4311403500759; ;1;257;273;363;218;272;02/05/2019;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;5/3/1995;24;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;2;0;0;0;0;0;0;2;2;0
431140;4311403500764; ;1;257;273;363;218;272;02/04/2019;4311403;43;4;Lajeado;71445;71180;265;Médio;90,611;2;31.08.2019;8/31/2019;5/3/1995;24;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0
431180;4311803500228; ;1;257;274;363;218;262;19/07/2018;4311809;43;4;Marau;36364;31558;4806;Pequeno II;649,3;2;31.08.2019;8/31/2019;7/12/1992;27;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;2;0;1;0;0;1;0;0;0;2;2;0
431180;4311803500228; ;1;258;273;363;21;262;19/01/2017;4311809;43;4;Marau;36364;31558;4806;Pequeno II;649,3;2;31.08.2019;8/31/2019;3/28/1983;36;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;2;0;1;0;0;1;0;0;0;2;2;0
431240;4312403502017; ;1;257;275;363;218;20;01/07/2015;4312401;43;4;Montenegr;59415;53629;5786;Médio;424,435;2;31.08.2019;8/31/2019;12/20/1983;35;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;0;0;4;1;1;0;0;1;0;0;0;4;4;0
431240;4312403502017; ;1;257;274;142;216;20;04/07/2019;4312401;43;4;Montenegr;59415;53629;5786;Médio;424,435;2;31.08.2019;8/31/2019;5/26/1980;39;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;0;4;1;1;0;0;1;0;0;0;4;4;0
431240;4312403502017; ;2;257;237;363;218;20;01/08/2018;4312401;43;4;Montenegr;59415;53629;5786;Médio;424,435;2;31.08.2019;8/31/2019;3/31/1982;37;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;0;4;1;1;0;0;1;0;0;0;4;4;0
431240;4312403502017; ;1;258;273;363;21;272;01/06/2017;4312401;43;4;Montenegr;59415;53629;5786;Médio;424,435;2;31.08.2019;8/31/2019;2/28/1983;36;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;4;1;1;0;0;1;0;0;0;4;4;0
431262;4312623502029; ;1;257;273;266;218;272;13/07/2015;4312625;43;4;Muliterno;1813;508;1305;Pequeno I;111,132;2;31.08.2019;8/31/2019;8/5/1990;29;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;2;3;1;1;0;0;1;2;0;0;4;6;0
431262;4312623502029; ;1;257;274;266;218;272;01/09/2015;4312625;43;4;Muliterno;1813;508;1305;Pequeno I;111,132;2;31.08.2019;8/31/2019;1/29/1989;30;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;2;3;1;1;0;0;1;2;0;0;4;6;0
431262;4312623502029; ;1;256;239;266;21;20;03/08/2009;4312625;43;4;Muliterno;1813;508;1305;Pequeno I;111,132;2;31.08.2019;8/31/2019;2/27/1991;28;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;3;1;1;0;0;1;2;0;0;4;6;0
431262;4312623502029; ;1;258;275;138;217;272;01/09/2014;4312625;43;4;Muliterno;1813;508;1305;Pequeno I;111,132;2;31.08.2019;8/31/2019;10/9/1959;59;4;2;1; ; ;1;1; ; ; ; ;1; ; ; ;1;2;3;1;1;0;0;1;2;0;0;4;6;0
431262;4312623502029; ;1;255;239;266;368;18;10/03/2019;4312625;43;4;Muliterno;1813;508;1305;Pequeno I;111,132;2;31.08.2019;8/31/2019;12/17/1967;51;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2;3;1;1;0;0;1;2;0;0;4;6;0
431262;4312623502029; ;1;252;239;138;220;20;20/02/2017;4312625;43;4;Muliterno;1813;508;1305;Pequeno I;111,132;2;31.08.2019;8/31/2019;1/19/1971;48;3;0;1;1; ; ; ; ; ; ; ;1; ; ; ;1;2;3;1;1;0;0;1;2;0;0;4;6;0
431290;4312903502687; ;1;257;274;293;218;262;01/02/2019;4312906;43;4;Nova Bass;8840;5514;3326;Pequeno I;211,611;2;31.08.2019;8/31/2019;12/29/1986;32;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;0;5;1;1;0;0;1;0;3;0;3;6;0
431290;4312903502687; ;1;257;273;142;218;262;22/10/2019;4312906;43;4;Nova Bass;8840;5514;3326;Pequeno I;211,611;2;31.08.2019;8/31/2019;7/4/1990;29;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;0;5;1;1;0;0;1;0;3;0;3;6;0
431290;4312903502687; ;1;257;275;139;21;20;02/04/2018;4312906;43;4;Nova Bass;8840;5514;3326;Pequeno I;211,611;2;31.08.2019;8/31/2019;8/20/1960;59;4;2;2; ; ;1;1; ; ; ; ; ;1; ; ;1;0;5;1;1;0;0;1;0;3;0;3;6;0
431290;4312903502687; ;1;257;419;293;218;262;01/02/2019;4312906;43;4;Nova Bass;8840;5514;3326;Pequeno I;211,611;2;31.08.2019;8/31/2019;7/5/1963;56;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;0;5;1;1;0;0;1;0;3;0;3;6;0
431290;4312903502687; ;1;257;233;139;218;262;17/10/1994;4312906;43;4;Nova Bass;8840;5514;3326;Pequeno I;211,611;2;31.08.2019;8/31/2019;8/26/1970;49;3;2;2; ; ;1; ; ; ; ; ; ;1; ; ;1;0;5;1;1;0;0;1;0;3;0;3;6;0
431290;4312903502687; ;1;253;239;139;220;272;01/09/1992;4312906;43;4;Nova Bass;8840;5514;3326;Pequeno I;211,611;2;31.08.2019;8/31/2019;4/30/1963;56;4;0;2;1; ; ; ; ; ; ; ; ;1; ; ;1;0;5;1;1;0;0;1;0;3;0;3;6;0
431306;4313063501973; ;1;257;237;363;218;272;01/11/2016;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;5/30/1984;35;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;2;257;274;363;218;272;01/03/2017;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;12/3/1985;33;2;2;4; ; ;1; ; ; ; ;1; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;2;257;239;142;254;272;15/09/2016;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;2/26/1985;34;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;2;255;239;142;217;272;10/07/2017;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;9/26/1975;43;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;1;252;239;363;220;272;09/05/2013;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;7/14/1958;61;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;1;256;235;363;21;18;09/05/2013;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;5/30/1973;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;1;255;239;363;254;20;02/05/2007;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;2/7/1965;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;1;257;278;363;254;272;01/03/2017;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;11/17/1980;38;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;1;257;273;142;254;272;10/07/2017;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;12/30/1981;37;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431306;4313063501973; ;1;257;237;142;254;272;10/07/2017;4313060;43;4;Nova Hart;18346;15269;3077;Pequeno I;62,558;2;31.08.2019;8/31/2019;12/8/1977;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;3;6;0;1;0;0;1;0;0;0;10;10;0
431320;4313203501915; ;1;257;273;363;21;20;04/02/2013;4313201;43;4;Nova Petr;19045;14134;4911;Pequeno I;291,3;2;31.08.2019;8/31/2019;9/12/1977;41;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0
431350;4313503500792; ;1;257;275;363;218;18;12/03/2012;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;3/16/1982;37;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;275;363;218;272;01/09/2007;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;7/10/1980;39;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;253;239;363;220;20;01/11/2015;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;12/11/1986;32;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;275;363;217;272;01/08/2018;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;5/26/1990;29;1;2;4; ; ;1;1; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;254;239;363;217;20;08/08/2013;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;4/14/1990;29;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;2;255;238;142;221;20;01/11/2018;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;11/23/1989;29;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;255;238;363;254;20;01/04/2015;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;5/14/1991;28;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;253;238;142;220;20;01/11/2018;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;6/10/1993;26;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;237;363;217;272;01/06/2018;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;2/7/1995;24;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;256;275;363;217;272;02/05/2016;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;8/16/1993;26;1;1;4; ;1; ;1; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;237;293;254;272;01/04/2019;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;2/7/1997;22;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;278;363;218;272;17/06/1998;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;7/22/1967;52;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;253;275;363;218;272;12/03/2004;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;2/20/1961;58;4;0;4;1; ; ;1; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;237;363;21;20;10/08/1981;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;3/21/1958;61;5;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;255;239;363;220;263;06/09/2016;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;3/18/1982;37;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;256;275;142;218;263;01/02/2016;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;10/16/1945;73;5;1;4; ;1; ;1; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;275;363;218;272;01/10/2009;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;12/16/1962;56;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;274;363;218;272;06/04/1994;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;4/2/1959;60;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;253;239;293;254;20;01/03/2019;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;8/7/1960;59;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;253;239;363;220;20;03/05/2010;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;1/5/1969;50;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;258;273;363;218;272;02/05/2014;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;1/4/1971;48;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;240;363;254;272;02/05/2017;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;5/1/1971;48;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;2;254;239;363;368;18;21/06/1999;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;11/29/1975;43;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;2;254;239;363;220;272;01/11/2010;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;4/1/1973;46;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;233;363;218;272;01/05/2014;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;2/4/1973;46;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;257;237;363;218;20;05/03/1984;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;2/11/1957;62;5;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;2;254;239;363;216;20;01/05/1993;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;5/10/1975;44;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;1;255;239;363;368;18;01/05/1993;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;11/7/1963;55;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
431350;4313503500792; ;2;257;237;142;220;272;02/05/2019;4313508;43;4;Osório;40906;37917;2989;Pequeno II;663,552;2;31.08.2019;8/31/2019;11/1/1978;40;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;10;7;17;7;1;0;0;2;0;0;0;34;34;0
